iter, loss
1,0.6930737321615219
2,0.6928382602095604
3,0.6925657713770866
4,0.692182553845644
5,0.6916166922688484
6,0.6907626747310162
7,0.6894050473868847
8,0.6871572804510594
9,0.6832906975030899
10,0.6764555848717689
